soc,onet_soc,occupation,skill,importance_1_to_5,rating_date,onet_version,source_url
41-3021,41-3021.00,Insurance Sales Agents,Time Management,3.5,08/2018,31.0,https://www.onetcenter.org/database.html
41-3021,41-3021.00,Insurance Sales Agents,Service Orientation,3.38,08/2018,31.0,https://www.onetcenter.org/database.html
41-3021,41-3021.00,Insurance Sales Agents,Negotiation,3.25,08/2018,31.0,https://www.onetcenter.org/database.html
41-3021,41-3021.00,Insurance Sales Agents,Social Perceptiveness,3.12,08/2018,31.0,https://www.onetcenter.org/database.html
41-3021,41-3021.00,Insurance Sales Agents,Active Learning,3.0,08/2018,31.0,https://www.onetcenter.org/database.html
41-3021,41-3021.00,Insurance Sales Agents,Coordination,3.0,08/2018,31.0,https://www.onetcenter.org/database.html
41-3021,41-3021.00,Insurance Sales Agents,Judgment and Decision Making,3.0,08/2018,31.0,https://www.onetcenter.org/database.html
41-3021,41-3021.00,Insurance Sales Agents,Mathematics,3.0,08/2018,31.0,https://www.onetcenter.org/database.html
41-3021,41-3021.00,Insurance Sales Agents,Complex Problem Solving,2.88,08/2018,31.0,https://www.onetcenter.org/database.html
41-3021,41-3021.00,Insurance Sales Agents,Monitoring,2.88,08/2018,31.0,https://www.onetcenter.org/database.html
41-3021,41-3021.00,Insurance Sales Agents,Learning Strategies,2.75,08/2018,31.0,https://www.onetcenter.org/database.html
41-3021,41-3021.00,Insurance Sales Agents,Systems Analysis,2.75,08/2018,31.0,https://www.onetcenter.org/database.html
41-3021,41-3021.00,Insurance Sales Agents,Systems Evaluation,2.75,08/2018,31.0,https://www.onetcenter.org/database.html
41-3021,41-3021.00,Insurance Sales Agents,Instructing,2.62,08/2018,31.0,https://www.onetcenter.org/database.html
41-3021,41-3021.00,Insurance Sales Agents,Management of Personnel Resources,2.0,08/2018,31.0,https://www.onetcenter.org/database.html
41-3021,41-3021.00,Insurance Sales Agents,Operations Analysis,1.88,08/2018,31.0,https://www.onetcenter.org/database.html
41-3021,41-3021.00,Insurance Sales Agents,Operation and Control,1.75,08/2018,31.0,https://www.onetcenter.org/database.html
41-3021,41-3021.00,Insurance Sales Agents,Operations Monitoring,1.75,08/2018,31.0,https://www.onetcenter.org/database.html
41-3021,41-3021.00,Insurance Sales Agents,Programming,1.75,08/2018,31.0,https://www.onetcenter.org/database.html
41-3021,41-3021.00,Insurance Sales Agents,Technology Design,1.75,08/2018,31.0,https://www.onetcenter.org/database.html
41-3021,41-3021.00,Insurance Sales Agents,Management of Financial Resources,1.25,08/2018,31.0,https://www.onetcenter.org/database.html
41-3021,41-3021.00,Insurance Sales Agents,Management of Material Resources,1.12,08/2018,31.0,https://www.onetcenter.org/database.html
41-3021,41-3021.00,Insurance Sales Agents,Quality Control Analysis,1.12,08/2018,31.0,https://www.onetcenter.org/database.html
41-3021,41-3021.00,Insurance Sales Agents,Science,1.12,08/2018,31.0,https://www.onetcenter.org/database.html
41-3021,41-3021.00,Insurance Sales Agents,Equipment Maintenance,1.0,08/2018,31.0,https://www.onetcenter.org/database.html
41-3021,41-3021.00,Insurance Sales Agents,Equipment Selection,1.0,08/2018,31.0,https://www.onetcenter.org/database.html
41-3021,41-3021.00,Insurance Sales Agents,Installation,1.0,08/2018,31.0,https://www.onetcenter.org/database.html
41-3021,41-3021.00,Insurance Sales Agents,Repairing,1.0,08/2018,31.0,https://www.onetcenter.org/database.html
41-3021,41-3021.00,Insurance Sales Agents,Troubleshooting,1.0,08/2018,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Active Listening,3.75,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Critical Thinking,3.75,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Judgment and Decision Making,3.62,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Monitoring,3.62,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Active Learning,3.5,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Persuasion,3.5,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Reading Comprehension,3.5,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Speaking,3.5,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Complex Problem Solving,3.38,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Social Perceptiveness,3.38,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Writing,3.38,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Service Orientation,3.25,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Systems Analysis,3.25,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Management of Financial Resources,3.12,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Mathematics,3.12,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Systems Evaluation,3.12,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Time Management,3.12,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Negotiation,3.0,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Coordination,2.88,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Instructing,2.88,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Management of Personnel Resources,2.75,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Learning Strategies,2.62,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Management of Material Resources,2.0,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Operations Analysis,2.0,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Programming,1.88,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Operations Monitoring,1.62,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Technology Design,1.62,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Quality Control Analysis,1.38,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Science,1.25,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Equipment Maintenance,1.12,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Equipment Selection,1.12,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Installation,1.12,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Operation and Control,1.12,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Troubleshooting,1.12,08/2022,31.0,https://www.onetcenter.org/database.html
41-3031,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Repairing,1.0,08/2022,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Active Listening,4.12,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Service Orientation,4.12,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Reading Comprehension,4.0,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Speaking,4.0,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Social Perceptiveness,3.75,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Persuasion,3.62,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Judgment and Decision Making,3.38,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Active Learning,3.12,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Coordination,3.12,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Critical Thinking,3.12,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Negotiation,3.12,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Writing,3.12,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Complex Problem Solving,3.0,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Monitoring,3.0,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Time Management,3.0,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Mathematics,2.88,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Instructing,2.62,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Learning Strategies,2.5,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Systems Analysis,2.38,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Systems Evaluation,2.25,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Management of Financial Resources,2.12,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Management of Personnel Resources,1.88,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Management of Material Resources,1.75,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Operations Analysis,1.75,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Operations Monitoring,1.75,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Programming,1.75,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Technology Design,1.75,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Operation and Control,1.62,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Quality Control Analysis,1.25,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Science,1.25,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Equipment Selection,1.12,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Equipment Maintenance,1.0,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Installation,1.0,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Repairing,1.0,07/2016,31.0,https://www.onetcenter.org/database.html
41-3041,41-3041.00,Travel Agents,Troubleshooting,1.0,07/2016,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Active Listening,3.88,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Speaking,3.88,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Reading Comprehension,3.62,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Active Learning,3.38,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Critical Thinking,3.38,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Negotiation,3.38,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Persuasion,3.38,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Service Orientation,3.38,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Social Perceptiveness,3.38,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Time Management,3.38,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Writing,3.38,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Monitoring,3.12,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Complex Problem Solving,3.0,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Judgment and Decision Making,3.0,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Coordination,2.88,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Systems Analysis,2.88,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Systems Evaluation,2.75,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Instructing,2.62,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Mathematics,2.62,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Learning Strategies,2.38,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Management of Personnel Resources,2.38,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Management of Financial Resources,2.0,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Management of Material Resources,1.88,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Operations Monitoring,1.62,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Programming,1.62,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Technology Design,1.5,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Operations Analysis,1.12,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Equipment Maintenance,1.0,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Equipment Selection,1.0,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Installation,1.0,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Operation and Control,1.0,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Quality Control Analysis,1.0,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Repairing,1.0,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Science,1.0,08/2026,31.0,https://www.onetcenter.org/database.html
41-3091,41-3091.00,"Sales Representatives of Services, Except Advertising, Insur",Troubleshooting,1.0,08/2026,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Persuasion,4.25,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Speaking,4.25,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Active Listening,4.12,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Negotiation,4.0,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Social Perceptiveness,3.88,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Reading Comprehension,3.75,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Service Orientation,3.75,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Coordination,3.62,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Active Learning,3.5,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Complex Problem Solving,3.38,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Critical Thinking,3.38,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Writing,3.38,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Judgment and Decision Making,3.12,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Monitoring,3.12,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Time Management,3.12,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Instructing,2.88,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Mathematics,2.88,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Systems Analysis,2.88,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Learning Strategies,2.75,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Management of Financial Resources,2.62,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Management of Personnel Resources,2.62,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Management of Material Resources,2.5,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Operations Analysis,2.12,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Systems Evaluation,2.12,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Operation and Control,2.0,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Programming,2.0,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Technology Design,2.0,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Operations Monitoring,1.88,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Quality Control Analysis,1.88,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Equipment Selection,1.62,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Science,1.5,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Equipment Maintenance,1.0,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Installation,1.0,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Repairing,1.0,07/2014,31.0,https://www.onetcenter.org/database.html
41-4011,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technica",Troubleshooting,1.0,07/2014,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Active Listening,4.0,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Speaking,4.0,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Negotiation,3.75,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Persuasion,3.75,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Social Perceptiveness,3.75,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Critical Thinking,3.5,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Reading Comprehension,3.38,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Writing,3.25,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Active Learning,3.12,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Complex Problem Solving,3.12,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Coordination,3.12,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Judgment and Decision Making,3.12,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Monitoring,3.12,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Service Orientation,3.12,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Time Management,3.0,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Instructing,2.75,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Learning Strategies,2.25,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Mathematics,2.25,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Systems Analysis,2.25,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Systems Evaluation,2.25,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Management of Financial Resources,1.88,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Management of Material Resources,1.88,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Management of Personnel Resources,1.88,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Operation and Control,1.75,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Operations Analysis,1.75,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Operations Monitoring,1.62,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Technology Design,1.62,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Programming,1.5,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Quality Control Analysis,1.25,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Equipment Maintenance,1.0,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Equipment Selection,1.0,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Installation,1.0,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Repairing,1.0,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Science,1.0,08/2020,31.0,https://www.onetcenter.org/database.html
41-4012,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except T",Troubleshooting,1.0,08/2020,31.0,https://www.onetcenter.org/database.html
41-9011,41-9011.00,Demonstrators and Product Promoters,Active Listening,3.88,07/2016,31.0,https://www.onetcenter.org/database.html
41-9011,41-9011.00,Demonstrators and Product Promoters,Speaking,3.88,07/2016,31.0,https://www.onetcenter.org/database.html
